id,est_psi03,est_psi13,est_psi23,method,p_I1,p_I2,ph1,ph2,seed,psi03,psi13,psi23,gamma13,gamma23
168,1.2070714546880112,0.9283287911599988,0.9285108779457089,Three-step,0.2,0.2,0.5,0.5,3411,1.0,1.0,1.0,correct,correct
169,0.9207616539692526,1.4692457703896993,0.8741479361715021,Three-step,0.2,0.2,0.5,0.5,3411,1.0,1.0,1.0,correct,correct
170,0.976218703785321,1.100844784070853,1.1330070548707536,Three-step,0.2,0.2,0.5,0.5,3411,1.0,1.0,1.0,correct,correct
171,0.8604551004618015,1.1432319110658442,0.8032560872402273,Three-step,0.2,0.2,0.5,0.5,3411,1.0,1.0,1.0,correct,correct
172,0.9879155636172158,1.5023301484337852,0.9300331815757275,Three-step,0.2,0.2,0.5,0.5,3411,1.0,1.0,1.0,correct,correct
173,0.9902008961345413,0.9978279495288196,0.9924183433885215,Three-step,0.2,0.2,0.5,0.5,3411,1.0,1.0,1.0,correct,correct
174,0.9527903955098089,1.509693371152397,1.1595420851154474,Three-step,0.2,0.2,0.5,0.5,3411,1.0,1.0,1.0,correct,correct
175,1.2974139354438203,0.7887277015859436,0.6255113560984722,Three-step,0.2,0.2,0.5,0.5,3411,1.0,1.0,1.0,correct,correct
176,0.5865765175232115,0.9721448807322277,0.7670326052812791,Three-step,0.2,0.2,0.5,0.5,3411,1.0,1.0,1.0,correct,correct
177,1.129623949387495,1.3017274470424158,1.0715052343645366,Three-step,0.2,0.2,0.5,0.5,3411,1.0,1.0,1.0,correct,correct
178,0.9317455541157748,1.4514837481652918,1.1678972306035016,Three-step,0.2,0.2,0.5,0.5,3411,1.0,1.0,1.0,correct,correct
179,0.8288485311892412,1.0535188780848477,1.2695457251895548,Three-step,0.2,0.2,0.5,0.5,3411,1.0,1.0,1.0,correct,correct
180,1.2144019026297022,1.3279723250018285,0.7973424132598829,Three-step,0.2,0.2,0.5,0.5,3411,1.0,1.0,1.0,correct,correct
181,1.2106895521433825,1.299701132909995,1.2237968984276761,Three-step,0.2,0.2,0.5,0.5,3411,1.0,1.0,1.0,correct,correct
182,1.0588303052859978,1.0532216239318064,1.0442915979484955,Three-step,0.2,0.2,0.5,0.5,3411,1.0,1.0,1.0,correct,correct
183,1.0814016233428265,1.330074053296055,1.2111742799797418,Three-step,0.2,0.2,0.5,0.5,3411,1.0,1.0,1.0,correct,correct
184,1.1003517717533402,1.3870202854241023,1.0799570911201049,Three-step,0.2,0.2,0.5,0.5,3411,1.0,1.0,1.0,correct,correct
185,1.0536975681793728,1.1717092824600033,0.9655292891582382,Three-step,0.2,0.2,0.5,0.5,3411,1.0,1.0,1.0,correct,correct
186,1.2491868591429927,1.286463793981614,1.0652478786001955,Three-step,0.2,0.2,0.5,0.5,3411,1.0,1.0,1.0,correct,correct
187,1.266446954882071,1.5314494027084349,1.007746267753937,Three-step,0.2,0.2,0.5,0.5,3411,1.0,1.0,1.0,correct,correct
188,1.0855948724767375,1.6019345315907267,1.150399625430738,Three-step,0.2,0.2,0.5,0.5,3411,1.0,1.0,1.0,correct,correct
189,1.1115145542944875,1.0722965353579708,1.1039191996396303,Three-step,0.2,0.2,0.5,0.5,3411,1.0,1.0,1.0,correct,correct
190,0.9953583457781773,1.3609678835778647,1.1567236826012661,Three-step,0.2,0.2,0.5,0.5,3411,1.0,1.0,1.0,correct,correct
191,0.6342341840830857,1.099767170050128,0.8416318413333216,Three-step,0.2,0.2,0.5,0.5,3411,1.0,1.0,1.0,correct,correct
192,1.0051188698332287,1.7566101837445187,0.9895305994163817,Three-step,0.2,0.2,0.5,0.5,3411,1.0,1.0,1.0,correct,correct
